Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,marital_status,education_status
75236.0,0,1,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,0,0,0,0,0,0,3,11,0,56,2375,$954,840,0,Married,Graduation
30015.0,1,0,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,0,0,0,0,0,0,3,11,0,50,2306,$52,47,0,Single,Graduation
50943.0,0,1,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,$40,34,0,Together,Master
67272.0,0,1,12,357.0,35.0,271.0,28.0,28.0,14.0,3,6,2,12,5,0,0,0,0,0,0,3,11,0,54,2349,$719,705,0,Divorced,Graduation
51529.0,0,1,14,400.0,4.0,35.0,6.0,0.0,22.0,2,9,1,5,8,0,0,0,0,0,0,3,11,0,71,2454,$445,423,0,Widow,Master
32011.0,1,0,89,99.0,0.0,15.0,2.0,1.0,5.0,3,2,1,4,7,0,0,0,0,0,0,3,11,0,49,2470,$117,112,0,Married,PhD
7500.0,1,0,96,1.0,11.0,5.0,4.0,6.0,9.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,34,2666,$27,18,0,Married,2n Cycle
28691.0,1,0,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2519,$30,26,0,Married,Graduation
56223.0,0,1,72,77.0,28.0,31.0,16.0,0.0,4.0,2,2,1,5,4,0,0,0,0,0,0,3,11,0,72,2350,$152,148,0,Married,PhD
18100.0,0,0,14,3.0,1.0,2.0,4.0,3.0,1.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,74,2486,$13,12,0,Married,Graduation
30279.0,1,0,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,$36,35,0,Single,Graduation
20130.0,0,0,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,$22,10,0,Married,2n Cycle
23295.0,0,0,72,0.0,0.0,1.0,2.0,12.0,5.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,61,2510,$15,10,0,Divorced,Graduation
42618.0,1,0,92,76.0,14.0,74.0,13.0,5.0,10.0,2,5,0,4,8,0,0,0,0,0,0,3,11,0,48,2422,$182,172,0,Divorced,Master
81246.0,0,0,87,398.0,190.0,537.0,61.0,156.0,37.0,1,4,5,7,1,1,0,0,1,0,0,3,11,0,56,2341,$1342,1305,2,Single,Graduation
24027.0,1,0,7,14.0,7.0,11.0,11.0,0.0,5.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2544,$43,38,0,Married,Graduation
55707.0,0,1,91,208.0,7.0,82.0,30.0,66.0,35.0,2,3,2,9,3,0,0,0,0,0,0,3,11,0,67,2348,$393,358,0,Married,PhD
57959.0,0,1,71,430.0,16.0,322.0,43.0,24.0,33.0,5,4,7,11,3,0,0,0,0,0,0,3,11,0,65,2582,$835,802,0,Single,Graduation
56796.0,0,1,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,3,11,0,51,2657,$964,927,0,Married,Graduation
36230.0,1,0,17,14.0,2.0,30.0,8.0,2.0,3.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2414,$56,53,0,Single,Master
70829.0,1,1,87,141.0,70.0,106.0,72.0,19.0,23.0,2,4,2,8,3,0,0,0,0,0,0,3,11,0,40,2369,$408,385,0,Married,2n Cycle
65991.0,0,1,21,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,0,0,0,0,0,0,3,11,0,44,2819,$962,953,0,Married,Graduation
38988.0,1,2,90,164.0,24.0,103.0,12.0,3.0,42.0,7,5,1,6,8,0,0,0,0,0,0,3,11,0,48,2837,$306,264,0,Married,Graduation
89572.0,0,0,44,606.0,24.0,974.0,197.0,194.0,64.0,1,7,7,9,4,0,1,0,1,0,0,3,11,1,54,2811,$1995,1931,2,Single,2n Cycle
42207.0,1,0,71,116.0,11.0,72.0,3.0,17.0,46.0,4,4,1,5,6,1,0,0,0,0,0,3,11,1,36,2613,$219,173,1,Married,Master
50300.0,0,1,52,143.0,15.0,60.0,24.0,23.0,5.0,2,2,1,8,2,0,0,0,0,0,0,3,11,0,68,2194,$265,260,0,Married,Graduation
66664.0,0,0,78,398.0,96.0,447.0,220.0,96.0,32.0,1,5,7,6,3,0,0,0,0,0,0,3,11,0,38,2801,$1257,1225,0,Together,2n Cycle
60597.0,0,1,2,522.0,0.0,257.0,32.0,16.0,66.0,4,2,2,8,7,0,0,0,1,0,0,3,11,1,56,2338,$827,761,1,Married,Graduation
70165.0,0,0,60,161.0,0.0,253.0,199.0,191.0,122.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,71,2439,$804,682,0,Widow,Graduation
50520.0,0,1,25,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,0,0,0,0,0,0,3,11,0,62,2311,$121,107,0,Widow,PhD
80124.0,0,0,47,483.0,84.0,398.0,205.0,84.0,241.0,1,3,7,8,1,1,0,0,0,0,0,3,11,0,57,2162,$1254,1013,1,Married,Graduation
33183.0,1,0,46,7.0,5.0,39.0,17.0,15.0,37.0,2,4,0,3,7,0,0,0,0,0,0,3,11,0,45,2284,$83,46,0,Married,Graduation
66582.0,0,0,83,789.0,25.0,420.0,16.0,38.0,0.0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,51,2277,$1288,1288,0,Single,PhD
75261.0,0,0,17,1239.0,17.0,413.0,23.0,34.0,17.0,1,5,6,5,2,0,1,1,0,0,0,3,11,1,65,2591,$1726,1709,2,Together,PhD
31880.0,1,0,13,4.0,1.0,5.0,2.0,0.0,3.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,2765,$12,9,0,Widow,Graduation
53790.0,0,2,86,335.0,42.0,127.0,28.0,5.0,5.0,3,7,2,8,6,0,0,0,0,0,0,3,11,0,69,2274,$537,532,0,Married,Graduation
49269.0,1,0,92,639.0,8.0,166.0,11.0,8.0,58.0,3,7,3,12,7,0,0,0,0,0,0,3,11,0,49,2842,$832,774,0,Together,PhD
61456.0,0,1,47,563.0,76.0,384.0,84.0,192.0,89.0,4,6,10,13,4,0,0,0,0,0,0,3,11,0,45,2618,$1299,1210,0,Married,Graduation
37406.0,1,0,18,2.0,0.0,8.0,2.0,2.0,3.0,1,1,0,2,8,0,0,0,0,0,0,3,11,1,40,2421,$14,11,0,Married,Graduation
56937.0,1,0,81,746.0,8.0,125.0,11.0,8.0,8.0,7,8,6,9,6,0,1,0,0,0,0,3,11,1,39,2853,$898,890,1,Together,PhD
38415.0,1,1,91,22.0,1.0,13.0,4.0,0.0,4.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2702,$40,36,0,Married,Graduation
20518.0,1,0,58,4.0,1.0,6.0,4.0,1.0,9.0,1,1,1,2,5,0,0,0,0,0,0,3,11,0,32,2201,$16,7,0,Single,Graduation
62503.0,0,1,40,478.0,0.0,193.0,110.0,75.0,117.0,4,8,3,11,5,0,0,0,0,0,0,3,11,0,64,2655,$856,739,0,Married,Graduation
41644.0,1,1,67,20.0,3.0,4.0,2.0,0.0,2.0,2,1,0,3,3,0,0,0,0,0,0,3,11,0,48,2210,$29,27,0,Single,PhD
55842.0,0,1,19,451.0,0.0,39.0,0.0,4.0,24.0,1,7,1,8,5,0,0,0,0,0,0,3,11,0,43,2196,$494,470,0,Married,Master
62010.0,0,1,93,371.0,22.0,39.0,6.0,0.0,92.0,4,6,2,7,5,0,0,0,0,0,0,3,11,0,48,2773,$438,346,0,Married,PhD
41124.0,1,0,41,281.0,7.0,84.0,15.0,0.0,119.0,7,7,3,4,8,0,0,0,0,0,0,3,11,0,43,2765,$387,268,0,Married,Graduation
38961.0,1,0,60,19.0,7.0,19.0,0.0,1.0,24.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,$46,22,0,Married,Master
37760.0,1,0,54,26.0,3.0,13.0,2.0,10.0,0.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2481,$54,54,0,Divorced,Master
32233.0,1,0,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,0,0,0,0,3,11,1,46,2838,$224,152,1,Single,Graduation
43057.0,0,1,30,213.0,2.0,44.0,0.0,2.0,5.0,4,4,2,5,5,0,0,0,0,0,0,3,11,0,45,2401,$261,256,0,Married,Graduation
83151.0,0,0,93,407.0,28.0,100.0,120.0,74.0,18.0,1,5,9,4,3,0,0,0,0,0,0,3,11,0,60,2786,$729,711,0,Together,Master
78825.0,0,0,35,483.0,74.0,114.0,169.0,37.0,18.0,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,$877,859,0,Divorced,PhD
65104.0,0,1,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,0,0,0,0,3,11,0,44,2386,$1003,953,0,Together,Master
60093.0,0,1,92,502.0,12.0,109.0,16.0,6.0,90.0,2,7,2,10,6,0,0,0,0,0,0,3,11,0,46,2527,$645,555,0,Married,Graduation
14045.0,1,0,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2313,$19,18,0,Married,Graduation
28457.0,0,0,96,24.0,1.0,108.0,29.0,29.0,14.0,1,4,1,4,8,0,0,0,0,0,0,3,11,0,68,2768,$191,177,0,Widow,2n Cycle
78952.0,0,1,11,1170.0,19.0,594.0,99.0,76.0,134.0,2,2,5,12,6,0,0,0,0,0,0,3,11,0,62,2802,$1958,1824,0,Together,PhD
46310.0,1,0,99,185.0,2.0,88.0,15.0,5.0,14.0,2,6,1,5,8,0,0,0,0,0,0,3,11,0,44,2732,$295,281,0,Divorced,Graduation
76005.0,0,0,72,983.0,20.0,389.0,240.0,50.0,40.0,1,3,5,13,6,0,0,0,1,0,0,3,11,0,65,2651,$1682,1642,1,Together,Graduation
58308.0,0,1,77,691.0,0.0,69.0,10.0,0.0,130.0,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,$770,640,0,Single,Master
55614.0,0,0,85,504.0,13.0,131.0,8.0,0.0,26.0,1,9,4,6,7,0,1,0,0,0,0,3,11,0,76,2373,$656,630,1,Divorced,PhD
59432.0,0,1,88,317.0,25.0,265.0,25.0,19.0,12.0,3,5,3,11,5,0,0,0,0,0,0,3,11,0,58,2601,$651,639,0,Divorced,Master
55563.0,0,1,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,2244,$41,39,0,Divorced,Graduation
78642.0,0,1,83,1396.0,0.0,322.0,46.0,35.0,17.0,1,4,9,4,6,0,0,0,0,0,0,3,11,0,49,2593,$1799,1782,0,Together,PhD
67911.0,0,1,63,529.0,0.0,356.0,63.0,28.0,0.0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,71,2197,$976,976,0,Together,PhD
65275.0,0,0,9,388.0,14.0,218.0,91.0,14.0,21.0,1,4,3,13,2,0,0,0,0,0,0,3,11,0,76,2611,$725,704,0,Married,Graduation
27203.0,1,1,92,13.0,2.0,21.0,4.0,0.0,24.0,2,1,1,2,8,0,0,0,0,0,0,3,11,0,70,2851,$40,16,0,Together,Graduation
48330.0,0,1,2,28.0,0.0,4.0,0.0,0.0,0.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,2385,$32,32,0,Together,Master
24279.0,0,0,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,$155,47,0,Married,Basic
64355.0,1,0,66,1047.0,0.0,140.0,67.0,38.0,153.0,2,4,3,12,8,0,0,0,0,0,0,3,11,0,35,2833,$1292,1139,0,Married,PhD
50943.0,0,1,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,$40,34,0,Together,Master
53653.0,0,0,29,815.0,10.0,239.0,28.0,10.0,108.0,2,10,4,12,6,0,0,0,0,0,0,3,11,0,67,2758,$1102,994,0,Widow,Graduation
65665.0,0,1,77,225.0,162.0,387.0,106.0,36.0,29.0,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,$916,887,0,Married,Graduation
81217.0,0,0,77,493.0,70.0,324.0,146.0,40.0,84.0,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,$1073,989,0,Single,Graduation
34935.0,0,0,71,34.0,4.0,66.0,3.0,10.0,20.0,1,2,1,4,7,0,0,0,0,0,0,3,11,0,28,2532,$117,97,0,Married,Graduation
61250.0,0,1,49,382.0,138.0,65.0,60.0,26.0,59.0,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,$671,612,0,Divorced,Graduation
39665.0,1,0,97,127.0,1.0,56.0,0.0,1.0,31.0,3,4,2,3,7,1,0,0,0,0,0,3,11,0,39,2559,$185,154,1,Together,PhD
60152.0,0,1,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,$852,761,0,Single,Graduation
48920.0,0,2,93,238.0,17.0,68.0,8.0,10.0,6.0,3,6,2,5,7,0,1,0,0,0,0,3,11,0,56,2411,$341,335,1,Married,Graduation
89120.0,0,0,78,1168.0,92.0,408.0,72.0,129.0,55.0,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,$1869,1814,1,Together,Master
44124.0,0,1,62,284.0,0.0,55.0,0.0,6.0,52.0,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,$345,293,0,Together,PhD
81169.0,0,0,47,1288.0,20.0,613.0,80.0,61.0,27.0,1,5,7,9,2,0,0,0,0,0,0,3,11,0,45,2600,$2062,2035,0,Single,Master
36443.0,1,1,9,65.0,0.0,46.0,4.0,3.0,20.0,4,3,1,3,8,0,0,0,0,0,0,3,11,0,59,2670,$118,98,0,Married,Graduation
26095.0,1,0,77,11.0,7.0,9.0,3.0,1.0,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,$31,20,0,Single,Graduation
71367.0,0,0,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,3,11,0,61,2469,$702,627,0,Together,Graduation
80184.0,0,0,19,1035.0,134.0,670.0,25.0,38.0,0.0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,$1902,1902,2,Married,Master
30630.0,1,1,67,27.0,1.0,12.0,2.0,0.0,10.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2312,$42,32,0,Divorced,Graduation
73454.0,0,0,95,982.0,73.0,351.0,56.0,14.0,175.0,1,2,4,6,5,1,0,0,0,0,0,3,11,0,33,2279,$1476,1301,1,Single,Master
42691.0,0,0,48,179.0,2.0,64.0,38.0,17.0,58.0,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,$300,242,0,Married,Graduation
70503.0,0,0,73,1379.0,33.0,216.0,0.0,33.0,66.0,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,$1661,1595,2,Married,Graduation
25545.0,1,0,35,32.0,1.0,64.0,16.0,12.0,85.0,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,$125,40,0,Married,Graduation
32880.0,1,0,76,8.0,4.0,15.0,7.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,$40,38,0,Married,Graduation
77863.0,0,0,20,881.0,38.0,319.0,16.0,25.0,12.0,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,$1279,1267,0,Together,PhD
50353.0,0,0,72,141.0,15.0,153.0,67.0,31.0,35.0,1,4,4,6,3,0,0,0,0,0,0,3,11,0,43,2180,$407,372,0,Married,Master
61839.0,0,0,20,1000.0,155.0,379.0,224.0,17.0,120.0,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,$1775,1655,0,Single,Graduation
49154.0,1,1,69,206.0,10.0,67.0,30.0,27.0,71.0,6,4,1,8,6,0,0,0,0,0,0,3,11,0,60,2397,$340,269,0,Married,PhD
47682.0,0,1,80,162.0,61.0,83.0,97.0,57.0,61.0,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,$460,399,0,Widow,2n Cycle
72679.0,0,1,65,619.0,54.0,260.0,127.0,54.0,54.0,1,4,7,5,1,0,0,0,0,0,0,3,11,0,51,2443,$1114,1060,0,Single,Graduation
57954.0,1,1,52,456.0,4.0,24.0,0.0,0.0,9.0,7,8,2,6,7,0,1,0,0,0,0,3,11,0,43,2170,$484,475,1,Together,Master
65316.0,1,1,65,112.0,6.0,92.0,3.0,9.0,38.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0,58,2590,$222,184,0,Married,Graduation
28567.0,1,0,57,11.0,3.0,22.0,2.0,2.0,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,$40,34,0,Single,Graduation
47352.0,0,1,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,$304,289,0,Together,Master
44931.0,0,1,0,78.0,0.0,11.0,0.0,0.0,7.0,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,$89,82,0,Together,Graduation
76982.0,0,0,19,464.0,151.0,292.0,65.0,60.0,30.0,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,$1032,1002,1,Divorced,Graduation
57247.0,0,1,50,99.0,4.0,32.0,37.0,54.0,6.0,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,$226,220,0,Together,2n Cycle
22944.0,1,0,67,19.0,3.0,19.0,4.0,5.0,26.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,$50,24,0,Single,Master
25315.0,1,0,46,1.0,9.0,8.0,11.0,3.0,22.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,$32,10,0,Together,2n Cycle
43638.0,0,1,37,63.0,10.0,83.0,7.0,19.0,19.0,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,$182,163,0,Widow,Graduation
42710.0,1,0,38,252.0,3.0,42.0,4.0,3.0,102.0,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,$304,202,0,Single,PhD
84169.0,0,0,9,1478.0,19.0,403.0,0.0,19.0,0.0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,$1919,1919,2,Married,PhD
54058.0,0,1,56,198.0,18.0,252.0,32.0,108.0,54.0,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,$608,554,0,Together,Graduation
24683.0,1,0,98,8.0,4.0,10.0,6.0,7.0,6.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,$35,29,0,Married,2n Cycle
85620.0,0,0,68,416.0,46.0,925.0,60.0,107.0,46.0,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,$1554,1508,0,Widow,Graduation
47850.0,1,0,72,42.0,7.0,43.0,20.0,12.0,10.0,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,$124,114,0,Married,Graduation
19514.0,1,1,47,14.0,3.0,21.0,2.0,1.0,28.0,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,$41,13,1,Married,Graduation
27159.0,1,1,33,17.0,0.0,3.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,$20,19,0,Married,Master
39548.0,1,1,87,15.0,4.0,10.0,3.0,4.0,18.0,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,$36,18,0,Single,2n Cycle
21474.0,1,0,0,6.0,16.0,24.0,11.0,0.0,34.0,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,$57,23,1,Single,Graduation
60504.0,0,1,73,458.0,0.0,24.0,6.0,4.0,34.0,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,$492,458,0,Single,PhD
22419.0,0,0,74,30.0,3.0,47.0,19.0,21.0,42.0,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,$120,78,0,Married,Graduation
81698.0,0,0,4,179.0,28.0,520.0,111.0,123.0,47.0,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,$961,914,0,Married,Master
43462.0,1,1,50,90.0,17.0,97.0,15.0,6.0,15.0,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,$225,210,0,Together,Graduation
54880.0,1,0,57,308.0,85.0,137.0,102.0,45.0,118.0,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,$677,559,0,Single,PhD
79908.0,0,0,30,557.0,129.0,761.0,29.0,185.0,111.0,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,$1661,1550,1,Married,Graduation
15315.0,0,0,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,$47,30,0,Married,2n Cycle
87771.0,0,1,61,1492.0,38.0,287.0,50.0,57.0,33.0,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,$1924,1891,4,Together,Graduation
33039.0,1,0,4,30.0,8.0,12.0,8.0,8.0,12.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,$66,54,0,Married,Graduation
81741.0,0,0,75,249.0,153.0,940.0,58.0,134.0,38.0,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,$1534,1496,0,Single,Graduation
71499.0,0,1,12,465.0,25.0,132.0,136.0,0.0,37.0,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,$758,721,0,Together,Master
62466.0,0,1,13,129.0,129.0,259.0,168.0,121.0,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,$806,723,0,Married,2n Cycle
48799.0,0,1,9,174.0,18.0,81.0,28.0,6.0,24.0,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,$307,283,0,Divorced,PhD
52157.0,0,1,48,189.0,2.0,29.0,3.0,2.0,40.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,$225,185,0,Together,PhD
66565.0,0,1,80,747.0,10.0,161.0,65.0,40.0,42.0,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,$1023,981,0,Single,Graduation
29298.0,1,1,60,6.0,0.0,2.0,2.0,0.0,1.0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,$10,9,0,Together,Master
47691.0,0,1,43,14.0,0.0,3.0,0.0,0.0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,$17,13,0,Single,Graduation
38200.0,1,1,19,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,$16,15,0,Together,Graduation
44989.0,0,1,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,$263,157,0,Married,Graduation
38443.0,1,1,58,32.0,0.0,5.0,0.0,0.0,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,$37,36,0,Married,PhD
38593.0,1,0,42,51.0,12.0,49.0,17.0,24.0,24.0,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,$153,129,0,Single,2n Cycle
64413.0,0,1,27,200.0,5.0,44.0,0.0,10.0,20.0,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,$259,239,0,Together,PhD
36959.0,1,0,56,25.0,6.0,25.0,6.0,0.0,0.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,$62,62,0,Married,Master
61996.0,0,1,27,1050.0,12.0,144.0,0.0,0.0,24.0,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,$1206,1182,3,Married,PhD
51287.0,1,1,10,117.0,0.0,22.0,13.0,0.0,30.0,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,$152,122,0,Married,Graduation
13260.0,1,1,48,9.0,4.0,17.0,10.0,2.0,7.0,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,$42,35,0,Married,Graduation
47472.0,1,1,39,56.0,0.0,11.0,0.0,0.0,8.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,$67,59,0,Together,PhD
54603.0,1,1,85,145.0,13.0,46.0,17.0,2.0,4.0,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,$223,219,0,Together,Master
45207.0,1,1,64,203.0,0.0,10.0,0.0,0.0,2.0,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,$213,211,1,Married,PhD
40689.0,0,1,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,$345,246,0,Together,Graduation
47821.0,1,1,54,9.0,0.0,16.0,6.0,6.0,10.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,$37,27,0,Together,2n Cycle
27450.0,0,0,57,37.0,12.0,23.0,8.0,11.0,52.0,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,$91,39,0,Married,Master
39453.0,1,0,64,46.0,0.0,7.0,0.0,0.0,2.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,$53,51,0,Together,Graduation
26850.0,1,1,10,31.0,1.0,13.0,7.0,2.0,9.0,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,$54,45,0,Together,2n Cycle
79800.0,0,0,65,1060.0,21.0,530.0,32.0,0.0,224.0,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,$1643,1419,3,Widow,Graduation
61794.0,0,1,74,264.0,47.0,188.0,54.0,47.0,11.0,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,$600,589,0,Married,Master
53863.0,0,1,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,$443,413,1,Together,Graduation
24221.0,0,0,94,8.0,9.0,9.0,2.0,5.0,22.0,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,$33,11,0,Together,Graduation
39684.0,1,0,41,19.0,0.0,35.0,6.0,4.0,17.0,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,$64,47,0,Single,PhD
92163.0,0,0,25,817.0,183.0,797.0,106.0,163.0,20.0,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,$2066,2046,2,Married,Master
69882.0,0,0,94,292.0,127.0,635.0,132.0,127.0,165.0,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,$1313,1148,0,Single,Master
33178.0,1,0,9,12.0,6.0,2.0,11.0,2.0,16.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,$33,17,0,Together,Graduation
59973.0,0,0,47,130.0,30.0,168.0,20.0,34.0,0.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,$382,382,0,Married,PhD
17459.0,1,0,12,6.0,4.0,16.0,3.0,10.0,30.0,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,$39,9,0,Together,Master
23910.0,1,0,80,16.0,12.0,18.0,7.0,1.0,13.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,$54,41,0,Divorced,Graduation
42169.0,1,1,20,19.0,0.0,9.0,0.0,0.0,2.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,$28,26,0,Married,Master
